Tweet,Message,polarity,match
1,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
54,Royal Bank of Canada Reaffirms Buy Rating for Brewin Dolphin BDNHF,neutral
55,God when Nigeria wasn t created on spare day na,neutral
56,Royal Bank of Canada Reaffirms Buy Rating for Brewin Dolphin BDNHF stocks,neutral
57,RT Canada Goose to start producing medical gowns for hospitals donate at no cost via,neutral
58,Canada unleashed more than bears on its streets to ensure that people are staying indoors during this coronavirus outbreak,negative,['outbreak']
59,Shit Air Canada cancelled our return flights Huhuhu looking for other options I wanna get out of here as early as possible,negative,['Shit']
60,RT We re doing everything we can to support you right now Because at a time like this you should be focused on what matte,positive,"['support', 'right', 'like']"
61,PS Controller Audio Video Remote Control Playstation Controllers gaming gamer Canada,neutral
62,LETTERS Canada needs to act on the Global Polio Initiative,neutral
63,LETTERS Canada needs to act on the Global Polio Initiative,neutral
64,Enhanced Wireless Controller for Nintendo Switch Accessories Link Silhouette gaming gamer Canada,positive,['Enhanced']
65,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
66,LETTERS Canada needs to act on the Global Polio Initiative,neutral
67,LETTERS Canada needs to act on the Global Polio Initiative,neutral
68,I hate it here,negative,['hate']
69,Rolls environmental Toilet Paper Bulk Roll Bath Tissue Bathroom Bamboo Soft coronavirus covid Canada,positive,['Soft']
70,sana all first world countries,neutral
71,covid CoronavirusOutbreak coronavirus Canada Sad to see people posting that they can t get masks anywhere There are issues Masks should have been prepped by you months ago Lazy Masks are important for MEDICAL workers Masks were readily available in Jan Plan,neutral
72,RT COViD offer to volunteer in the UK s health service bigdata healthCare WHO,neutral
73,This is how we take care of our customers and their work families,positive,['work']
74,Very selfish of Harry to keep the cure to himself in Canada,neutral
75,And Montr al,neutral
76,Apologies Deleted earlier tweet I had mixed up the units So India spending less than of its GDP on a relief package US spending and Canada about Either India thinks the economic and social impact won t be that high or this is a first instalment or it s just a sop,positive,"['relief', 'won']"
77,Speechless,neutral
78,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
79,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
80,RT SUSTAINABLE INFLUENCE Video Highlights Part How to make a difference without breaking the bank or costing the,neutral
81,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
82,Ontario hospital staff told to ration masks as COVID spreads,neutral
83,RT THE NEW G Australia Brunei Canada Chile Myanmar New Zealand and Singapore Joint Ministerial Statement We a,neutral
84,This is so wrong,negative,['wrong']
85,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
86,As civil liberties erode Canada must not allow COVID outbreak to infect the rule of law,negative,"['erode', 'outbreak']"
87,Hospitals across Canada face COVID storm,neutral
88,We can t talk to him Father s COVID infection puts B C family in separate quarantine,negative,['infection']
89,Canada has always been somewhere I d move to fr this goes to show why,neutral
90,Medical experts warn against claims by Winnipeg acupuncturist advertising coronavirus prevention tea,neutral
91,Australia Let s all go amp get our hair done,neutral
92,Why many passengers grounded by COVID aren t getting refunds for cancelled flights,neutral
93,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
94,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
95,RT Hey Travellers sh t just got real You do not want to contravene a quarantine order Please stay home to save lives htt,negative,['contravene']
96,RT The arguments under this thread btwn Canadians and Americans going back and forth abt the amount of money their Govt gave them,neutral
97,RT who Countries whose PM President did Press Conference amidst Corona Virus crisis USA UK Canada Germany Spain Italy,negative,"['Virus', 'crisis']"
98,RT Big Brother Canada is a labour of love for so many and while it hurts to say goodbye to the season it s the right thing t,positive,"['love', 'right']"
99,RT Le Canada a mis en place des restrictions en r ponse la COVID lesquelles auront une incidence sur les voyages ainsi,neutral
100,RT You re joking Now is not the time Two months ago was the time Oh that s right it would have mostly af,positive,['right']
101,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
102,RT Canadiens vitez tout voyage non essentiel en dehors du Canada Si vous choisissez de voyager malgr nos conseils vous ri,negative,['tout']
103,RT Canadopes are getting k A MONTH but all you want to give us is I thought America was more grea,neutral
104,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
105,End Game He didn t know for sure who he was really dealing with Oh I don t have weapons here it s Canada But i m a weapon myself and I can kill someone with one hit if I want Better no one come here to try me,neutral
106,RT Never give up the hope that we re going to take our country back They want you to give up hope and accept Canada as a post,neutral
107,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
108,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
109,Sir Canadians in the diaspora are not going to work because Sanwo Olu say we should stay at home Anything for us,positive,['work']
110,RT Canada giving laid off workers K a month for the next and stopping bills America the richest country on earth is gi,neutral
111,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
112,America and Canada saying to companies here is money for you to keep paying your employees don t lay them off,neutral
113,RT Context Right wing Premier Doug Ford brother to now dead crack mayor Rob Ford ordered the closure of non essential,neutral
114,nct and wayv as canadian tourist attractions a thread for when they all come to canada,neutral
115,Canada just announced that their workers who ve lost their income will get a month for the next months,negative,['lost']
116,When all of this is over I m marrying a man and moving to Canada with him,neutral
117,nct and wayv as canadian tourist attractions a thread for when they all come to canada,neutral
118,It s free in Canada but I ll watch,positive,['free']
119,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
120,RT Event cherryblossom Toronto Canada Cherry blossoms grow on trees called Sakura in Japanese Goes back s of y,neutral
121,RT Canada Australia Chile Brunei and Myanmar join NZ and Singapore in committing to keeping supply and trade links open https,neutral
122,prince charles i have coronavirus the sun BREAKING NEWS MEGHAN MARKLE TELEPATHICALLY INFECTS PRINCE CHARLES WITH CORONAVIRUS FROM CANADA,negative,['BREAKING']
123,RT That s not surprising My country of Canada as of the th had,neutral
124,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
125,RT Canada s COVID Emergency Response Plan ensures that Canadians amp businesses have the economic support you need during these,neutral
126,RT The Canada Emergency Response Benefit will provide a month for the next four months for workers who lose their inc,negative,"['Emergency', 'lose']"
127,This is why you will be moved to pay your tax always,neutral
128,Actually that is just for people that got laid off but keep whining about not getting a big enough check from the government Context matters,neutral
129,Rah Justins only going to bed and it s am in Canada,neutral
130,RT How countries are responding to the Coronavirus England Paying of people s salary Denmark Paying of people s,neutral
131,prince charles i have coronavirus the sun BREAKING NEWS MEGHAN MARKLE TELEPATHICALLY INFECTS PRINCE CHARLES WITH CORONAVIRUS FROM CANADA,negative,['BREAKING']
132,RT We re doing everything we can to support you right now Because at a time like this you should be focused on what matte,positive,"['support', 'right', 'like']"
133,Hungary Iceland Canada Chad Uruguay Paraguay,neutral
134,RT Sharma Some days back Canada announced a bailout package for farmers India too cannot lag behind in supporting farmers at th,neutral
135,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
136,RT If you ve lost your income as a result of COVID the Canada Emergency Response Benefit will give you a month f,negative,"['lost', 'Emergency']"
137,An open apology to Canada sorry Photos,negative,['sorry']
138,RT If you ve lost your income as a result of COVID the Canada Emergency Response Benefit will give you a month f,negative,"['lost', 'Emergency']"
139,RT Canadians outside of Canada Find out what commercial options are available and return to Canada as soon as possible,positive,['available']
140,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
141,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
142,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
143,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
144,RT To help workers and assist businesses to keep employees the Government has introduced the COVID Canada Emergency Res,negative,['Emergency']
145,Coronavirus What this crisis reveals about US and its president,negative,['crisis']
146,Ohh and I saw this,neutral
147,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
148,Champagne Oliphant bRAVO canada,positive,['bRAVO']
149,RT If you ve lost your income as a result of COVID the Canada Emergency Response Benefit will give you a month f,negative,"['lost', 'Emergency']"
150,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
151,RT GIVEAWAY I m giving away a gently used Nintendo Switch and a copy of Animal Crossing New Horizons because Animal Cro,neutral
152,RT Strobl Warum wird das bei uns nicht diskutiert Warum nicht einfach Allen die nicht arbeiten Monat unb rokratisch geb,negative,['die']
153,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
154,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
155,Chilly evening in the Canadian Rockies Banff Canada,negative,['Chilly']
156,RT If you ve lost your income as a result of COVID the Canada Emergency Response Benefit will give you a month f,negative,"['lost', 'Emergency']"
157,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
158,Now happening In countries where the government genuinely cares about the people,neutral
159,RT If you ve lost your income as a result of COVID the Canada Emergency Response Benefit will give you a month f,negative,"['lost', 'Emergency']"
160,RT How countries are responding to the Coronavirus England Paying of people s salary Denmark Paying of people,neutral
161,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
162,haii soff thankyou yaaa hahahahah ketua geng siiapp kita harus ketemu pokoknyaaaa,neutral
163,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
164,RT n Pandemics with Chinese Characteristics Buy all medical supplies around the world Make domestic sales illegal Donat,negative,['illegal']
165,RT Apologies Deleted earlier tweet I had mixed up the units So India spending less than of its GDP on a relief packag,positive,['relief']
166,RT Lakh crore package may not be enough but a good start Ofcourse we can t match to the developed nations like US Canada a,positive,"['enough', 'good', 'like']"
167,Above the docks and in At the top at are two paddle steamers of Campbell s fleet In the foreground thousands of tons of timber lie stacked at Baltic and Canada Wharf named after the countries of import,neutral
168,RT Canada We want to thank all the front line personnel for their tireless efforts to combat COVID in Canada We are forever gr,positive,['thank']
169,Team Canada in Jesus name your future Prime Minister in action,neutral
170,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
171,RT Strobl Warum wird das bei uns nicht diskutiert Warum nicht einfach Allen die nicht arbeiten Monat unb rokratisch geb,negative,['die']
172,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
173,Are no no Russia and USA are close Canada is a bit far,neutral
174,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
175,Canada getting tough on Covid All returning to Canada will have mandatory days of isolation under the Quarantine Act whether or not they have symptoms of coronavirus Threatening fines and imprisonment SARSCoV,negative,"['isolation', 'symptoms', 'Threatening', 'imprisonment']"
176,RT It would be a real shame if CanadaIsAbleist started to trend and people saw how many disabled people in canada who med,negative,"['shame', 'disabled']"
177,RT It may suffice to mention that no one would have to blackmail anyone to show empathy to Justin if he contracts the virus,neutral
178,RT Apologies Deleted earlier tweet I had mixed up the units So India spending less than of its GDP on a relief packag,positive,['relief']
179,Hi You asked to put in request for specific number of ventilators amp hospitals OK Saskatchewan hospitals will need Would be awesome if you could help out Swift Current would be grateful,positive,"['awesome', 'Swift', 'grateful']"
180,RT Don t you dare act surprised Canada Some Toronto area mosques remain open despite dire warnings about the Chinese coronavir,negative,['dire']
181,RT In Trudeau handed out B in foreign aid which most went missing Today he received unlimited borrowing power and,positive,['unlimited']
182,Lepo vabljeni Informacij nikoli dovolj,neutral
183,Anjir jae sama kek gw,neutral
184,RT It may suffice to mention that no one would have to blackmail anyone to show empathy to Justin if he contracts the virus,neutral
185,Now happening In countries where the government genuinely cares about the people,neutral
186,Khalistani nibbas drive texi in Canada Average earning is k per year What they tell others bhai lakh ka package hai mera,neutral
187,Wait Canada is doing UBI,neutral
188,fernandez Abeg you dey drive Benz But make i send you way dey Canada naira God go judge this particular statement You go explain wetin you mean by shaming me like this,positive,['like']
189,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
190,prince charles i have coronavirus the sun BREAKING NEWS MEGHAN MARKLE TELEPATHICALLY INFECTS PRINCE CHARLES WITH CORONAVIRUS FROM CANADA,negative,['BREAKING']
191,Uncle Justin I ve lost income come and give me money,negative,['lost']
192,My message to Australians in Canada on COVID,neutral
193,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
194,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
195,RT The US is struggling to pass a US per adult one time payment Canada is going to pay Can per month to everyone,negative,['struggling']
196,Someone who loves strangers refugees care and respect unknown color and faith does not matter welcome all This is Canada a great country a great nation a great prime minister well respected nation in world I am greatly proud of Canadian and my best and favorite prime minister JT,positive,"['loves', 'respect', 'faith', 'welcome', 'great', 'well', 'proud', 'best', 'favorite']"
197,u do realize the united states has like million more ppl to take care of than canada right AND that they re more in debt as a country than we are AND that their dollar is worth more than ours is AND that they don t have hour minimum wages completely dif economies ffs,positive,"['like', 'right', 'worth']"
198,I don t think I can name one Canadian show hahahahaha Do things filmed in Canada count,neutral
199,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
200,App is nice for free calls amp texts Americans Canada,positive,"['nice', 'free']"
201,RT Apologies Deleted earlier tweet I had mixed up the units So India spending less than of its GDP on a relief packag,positive,['relief']
202,RT The US is struggling to pass a US per adult one time payment Canada is going to pay Can per month to everyone,negative,['struggling']
203,Bazara Ils ont de l espace aussi tu r partis la population sur toute la surface du Canada tu ne dois pas avoir trop de probl mes avec la distanciation,neutral
204,Woah,neutral
205,IND Instead of comparing our PM with the PM Of Canada Try compare yourself with the citizens there You will realise where you stand,neutral
206,LETTERS Canada needs to act on the Global Polio Initiative,neutral
207,USA perfamily Canada per citizen India Dal chawal and cylender free coronavirusindia,positive,['free']
208,LETTERS Canada needs to act on the Global Polio Initiative,neutral
209,As much grief as I hv for my own in Canada I feel taken care of by my gov t Each day PM Trudeau validates our feelings amp worries gives steady leadership even becomes stern father when ppl don t stay home Enough Is Enough But to my dear American friends amp allies,negative,"['grief', 'worries', 'stern']"
210,RT Trudeau s wisdom is being questioned Jan the WHO declared the Coronavirus a public health emergency and told countries,neutral
211,being an american is honestly the biggest scam i hate it here,negative,"['scam', 'hate']"
212,RT fr L arm e mobilis e en France l tat d urgence prolong en Espagne un bond des cas au Canada et aux tats Unis le Covid,neutral
213,prince charles i have coronavirus the sun BREAKING NEWS MEGHAN MARKLE TELEPATHICALLY INFECTS PRINCE CHARLES WITH CORONAVIRUS FROM CANADA,negative,['BREAKING']
214,Lord have mercy on us coronavirusinlagos CoronaVirusInNigeria CovidNGR LetsFightCovid,positive,['mercy']
215,Escape from Florida My km drive back to the sanity of Canada,neutral
216,Good to see,positive,['Good']
217,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
218,Well Italy gave masks to China and now China rebates millions of masks And China is the first country doing that,positive,['Well']
219,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
220,Team Canada in Jesus name your future Prime Minister in action,neutral
221,RT What tonnes of equipment that Canada s hospitals now desperately need What s with this Trudeau government amp China,negative,['desperately']
222,RT Yes I think it would be a great idea for Harry Meghan and Archie to travel from Canada to come and stay with their elderl,positive,['great']
223,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
224,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
225,RT And this article provides a great example of the kind of community spirit that we need to get through this a spirit that w,positive,['great']
226,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
227,RT Ireland ranked number in the world for food security Something to keep in mind for those working their way through,neutral
228,RT AngeBRK Elle s appelait Faustina Tay et avait ans Elle tait au Liban depuis mois et tait originaire du Ghana Elle avait co,neutral
229,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
230,prince charles i have coronavirus the sun BREAKING NEWS MEGHAN MARKLE TELEPATHICALLY INFECTS PRINCE CHARLES WITH CORONAVIRUS FROM CANADA,negative,['BREAKING']
231,Way to go Motherland Canada,neutral
232,RT Don t you dare act surprised Canada Some Toronto area mosques remain open despite dire warnings about the Chinese coronavir,negative,['dire']
233,Canada s largest online retailer Free Shipping on eligible orders Easy Returns Shop now for Electronics Books Apparel amp much more Try Prime for free via,positive,"['Free', 'Easy', 'free']"
234,Great Barrier Reef suffers third mass coral bleaching in five years CTV News has been published on Canada News Media news,neutral
235,RT AngeBRK Elle s appelait Faustina Tay et avait ans Elle tait au Liban depuis mois et tait originaire du Ghana Elle avait co,neutral
236,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
237,canada toronto,neutral
238,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
239,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
240,RT KPOP ALBUMS ON iTUNES CANADA KangDaniel Cyan BTS Map Of The Soul STRAYKIDS,neutral
241,RT Our coffee trucks are out across Canada serving free coffee and baked goods to those who serve our communities It s a smal,positive,['free']
242,RT Reminder While the UK media is whining over two people who couldn t give two shits about them remember that the rest o,negative,['whining']
243,RT It may suffice to mention that no one would have to blackmail anyone to show empathy to Justin if he contracts the virus,neutral
244,Canada Never heard of her ToLiveAndDieInLA,neutral
245,RT Survey You don t want to miss the beautiful illustrations amp beautifully written FLOWER POWER The Magic of Nature s Healers give,positive,"['beautiful', 'beautifully', 'Magic']"
246,RT En ces temps de coronavirus nous avons deux gouvernements Celui du Qc qui fait son travail celui du Canada qui h sit,neutral
247,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
248,RT Excellent piece of journalism Coronavirus What this crisis reveals about US and its president TrumpLiesAmericans,neutral
249,RT USA ONE check Even though the hardest hit places have an average rent cost well above that per month Canada k,positive,['well']
250,RT How countries are responding to the Coronavirus England Paying of people s salary Denmark Paying of people s,neutral
251,Birds eye view of Vancouver Canada Photography by Evan Leeson,neutral
252,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
253,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
254,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
255,RT JustAnnounced Deborah Lyons of Canada appointed by UN SecGen to be the UN Special Repres,neutral
256,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
257,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
258,the us got money for what they wanna have money for,neutral
259,Do you need to locate someone in the USA o r Canada Fast skip trace service to locate anyone in North America Call our team on USA UK Int skiptrace skiptracing usaskiptracing usskip usaskip usatracing,positive,['Fast']
260,Read this thread if you want to see how other western countries are doing it And then scream,negative,['scream']
261,RT No way It s enshrined in UK Law We legally left on so you should already be ready get into y,positive,['ready']
262,RT If you ve lost your income as a result of COVID the Canada Emergency Response Benefit will give you a month f,negative,"['lost', 'Emergency']"
263,I m late to the game Seve Banff Springs Canada,neutral
264,NEW Canada reports new cases of coronavirus and new deaths A total of cases and deaths,neutral
265,RT How countries are responding to the Coronavirus England Paying of people s salary Denmark Paying of people,neutral
266,Sir Canadians in the diaspora are not going to work because Sanwo Olu say we should stay at home Anything for us,positive,['work']
267,RT How countries are responding to the Coronavirus England Paying of people s salary Denmark Paying of people s,neutral
268,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
269,RT Canada Goose to start making gowns amp surgical scrubs next week for frontline healthcare workers company announced today,neutral
270,Borders dekho Kitna paas hai canada and russia ka,neutral
271,Canadain govt is giving for the next months to people who have lost their jobs or face a drop in income Plus they are considering freezing rent for next months COVID Canada StayHome,negative,"['lost', 'freezing']"
272,Jesus Christ,neutral
273,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
274,What a country,neutral
275,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
276,RT Bauer is now making visors for medical staff in Canada instead of hockey players Canada Bauer Ca,neutral
277,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
278,RT who Countries whose PM President did Press Conference amidst Corona Virus crisis USA UK Canada Germany Spain Italy,negative,"['Virus', 'crisis']"
279,she really took a global pandemic that requires isolation and slated Meghan and Harry for not travelling to the UK to meet people oop also Canada is their home now and I couldn t be happier for them x,neutral
280,RT Let us never forget that just before COVID hit us the smug messages from many officials and some media was that borde,negative,['smug']
281,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
282,RT Abarundi baba muri Canada bahurikiye muri Federal basaba Mgr Joachim Ntahondereye arongoye inama y abepisikopi kato,neutral
283,RT It may suffice to mention that no one would have to blackmail anyone to show empathy to Justin if he contracts the virus,neutral
284,RT We re doing everything we can to support you right now Because at a time like this you should be focused on what matte,positive,"['support', 'right', 'like']"
285,RT Quem vive no mundo que faz fronteira com o Jornal Nacional de um lado e com os stories do beautiful people do outro,positive,['beautiful']
286,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
287,a tropa do canada vai tacar no bucet o radiocanada,neutral
288,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
289,RT We re doing everything we can to support you right now Because at a time like this you should be focused on what matte,positive,"['support', 'right', 'like']"
290,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
291,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
292,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
293,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
294,RT It may suffice to mention that no one would have to blackmail anyone to show empathy to Justin if he contracts the virus http,neutral
295,RT Did I see you Americans are getting a one time check to cover COVID unemployment Because Canada just announced,neutral
296,RT It may suffice to mention that no one would have to blackmail anyone to show empathy to Justin if he contracts the virus,neutral
297,RT The arguments under this thread btwn Canadians and Americans going back and forth abt the amount of money their Govt gave them,neutral
298,Didi ko zada kre toh problem h kam kare toh problem h,negative,['problem']
299,RT We re doing everything we can to support you right now Because at a time like this you should be focused on what matte,positive,"['support', 'right', 'like']"
300,RT If you ve lost your income as a result of COVID the Canada Emergency Response Benefit will give you a month f,negative,"['lost', 'Emergency']"
301,RT Happy Birthday to Canada s AlaineChartrand The Canadian likes icecream ThisIsUS TheGoodDoctor and h,positive,"['Happy', 'likes']"
302,Don t want Johnson s arms around me want cash in my bank account so I can make direct debits and standing orders pay my rent and other debts and to be able to buy food when it runs out In USA and Canada people are getting a basic payment why can t we,negative,['debts']
